State Bucket,Draw Call #,GPUTime (ms),GPUBusy (%),TessellatorBusy (%),VSBusy (%),VSTime (ms),HSBusy (%),HSTime (ms),DSBusy (%),DSTime (ms),GSBusy (%),GSTime (ms),PSBusy (%),PSTime (ms),CSBusy (%),CSTime (ms),PrimitiveAssemblyBusy (%),TexUnitBusy (%),DepthStencilTestBusy (%),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusy (%),VSSALUBusy (%),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusy (%),HSSALUBusy (%),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusy (%),GSSALUBusy (%),PSPixelsOut,PSExportStalls (%),PSVALUInstCount,PSSALUInstCount,PSVALUBusy (%),PSSALUBusy (%),TexTriFilteringPct (%),TexVolFilteringPct (%),TexAveAnisotropy,State Hash
glDrawArrays,231,0.00896,100,0.437696,11.6584,0.00104459,0,0,0,0,0,0,100,0.00896,0,0,6.11221,67.056,108.31,36,202,7,0.0170553,0.00118205,0,0,0,0,0,0,0,0,0,0,0,221052,8.75381,34,4,24.8414,5.84504,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,189,0.0088,100,1.01791,15.9032,0.00139948,0,0,0,0,0,0,100,0.0088,0,0,8.59724,89.1313,40.7085,36,202,7,0.0396638,0.00274898,0,0,0,0,0,0,0,0,0,0,0,117765,0.352525,34,4,12.7329,2.99598,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,230,0.00784,100,0.505169,13.4774,0.00105663,0,0,0,0,0,0,100,0.00784,0,0,7.06379,77.5878,84.3491,36,202,7,0.0196844,0.00136427,0,0,0,0,0,0,0,0,0,0,0,148771,2.62161,34,4,17.876,4.20611,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,208,0.00784,100,0.581667,15.6116,0.00122395,0,0,0,0,0,0,100,0.00784,0,0,8.17834,71.3888,47.2254,36,202,7,0.0226653,0.00157086,0,0,0,0,0,0,0,0,0,0,0,73968,0,34,4,9.95715,2.34286,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,188,0.00736,100,1.19465,18.3806,0.00135281,0,0,0,0,0,0,100,0.00736,0,0,9.94432,77.3478,29.7684,36,202,7,0.0465506,0.00322628,0,0,0,0,0,0,0,0,0,0,0,80947,0,34,4,9.93368,2.33734,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,101,0.0072,100,2.43024,38.2613,0.00275482,0,0,0,0,0,0,0,0,0,0,20.7471,0.4988,0,36,202,7,0.094697,0.00656316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,351,0.00704,100,1.8132,51.76,0.00364391,0,0,0,0,0,0,0,0,0,0,27.0524,0.372153,0.0111926,36,202,7,0.0706531,0.00489675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,201,0.00704,100,1.50684,23.8675,0.00168028,0,0,0,0,0,0,0,0,0,0,12.9314,0.309274,0.00930146,36,202,7,0.0587155,0.00406939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,229,0.00704,100,0.515595,14.2743,0.00100491,0,0,0,0,0,0,100,0.00704,0,0,7.4626,76.7059,76.8563,36,202,7,0.0200907,0.00139243,0,0,0,0,0,0,0,0,0,0,0,106823,0.0511453,34,4,13.139,3.09153,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,51,0.00688,100,2.4697,39.5838,0.00272337,0,0,0,0,0,0,0,0,0,0,21.4422,0.506898,0,36,202,7,0.0962345,0.00666972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
