State Bucket,Draw Call #,GPUTime (ms),GPUBusy (%),TessellatorBusy (%),VSBusy (%),VSTime (ms),HSBusy (%),HSTime (ms),DSBusy (%),DSTime (ms),GSBusy (%),GSTime (ms),PSBusy (%),PSTime (ms),CSBusy (%),CSTime (ms),PrimitiveAssemblyBusy (%),TexUnitBusy (%),DepthStencilTestBusy (%),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusy (%),VSSALUBusy (%),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusy (%),HSSALUBusy (%),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusy (%),GSSALUBusy (%),PSPixelsOut,PSExportStalls (%),PSVALUInstCount,PSSALUInstCount,PSVALUBusy (%),PSSALUBusy (%),TexTriFilteringPct (%),TexVolFilteringPct (%),TexAveAnisotropy,State Hash
glDrawArrays,143,0.00112,100,1.42174,38.1237,0.000426985,0,0,0,0,0,0,8.53346,9.55747E-05,0,0,19.9724,0.337882,0.0109702,36,202,7,0.0553995,0.00383957,0,0,0,0,0,0,0,0,0,0,0,43,0,34,4,0.0261941,0.00616333,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,631,0.00112,100,0.992465,26.5913,0.000297823,0,0,0,0,0,0,100,0.00112,0,0,13.9343,50.5253,3.04938,36,202,7,0.0386724,0.00268027,0,0,0,0,0,0,0,0,0,0,0,8481,0,34,4,0.914063,0.215074,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>3</Attachment></Depth><FBO>2</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>0</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,757,0.00112,100,1.89241,50.7914,0.000568864,0,0,0,0,0,0,0,0,0,0,26.6602,0.388412,0.0116816,36,202,7,0.0737399,0.00511068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>3</Attachment></Depth><FBO>2</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>0</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,247,0.00112,100,0.864599,23.7525,0.000266028,0,0,0,0,0,0,100,0.00112,0,0,12.4326,72.9479,2.0681,36,202,7,0.03369,0.00233495,0,0,0,0,0,0,0,0,0,0,0,8657,0,34,4,1.53599,0.361409,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,127,0.00096,100,0.883098,22.8406,0.00021927,0,0,0,0,0,0,100,0.00096,0,0,11.9804,73.2645,1.86841,36,202,7,0.0344109,0.00238491,0,0,0,0,0,0,0,0,0,0,0,5559,0,34,4,1.06568,0.250747,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,214,0.00096,100,1.01237,27.3997,0.000263037,0,0,0,0,0,0,69.5962,0.000668124,0,0,14.5435,33.8348,13.5921,36,202,7,0.0394482,0.00273403,0,0,0,0,0,0,0,0,0,0,0,27373,2.0872,34,4,5.01595,1.18022,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,559,0.00096,100,1.90801,50.9687,0.0004893,0,0,0,0,0,0,0,0,0,0,26.724,0.391614,0,36,202,7,0.0743478,0.00515282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>3</Attachment></Depth><FBO>2</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>0</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,226,0.00096,100,0.746922,19.858,0.000190637,0,0,0,0,0,0,100,0.00096,0,0,10.3958,40.6669,0.926737,36,202,7,0.0291046,0.00201715,0,0,0,0,0,0,0,0,0,0,0,5157,0,34,4,1.00804,0.237186,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,661,0.00096,100,1.92536,50.4695,0.000484507,0,0,0,0,0,0,0,0,0,0,26.5213,0.395175,0.011885,36,202,7,0.0750238,0.00519967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>3</Attachment></Depth><FBO>2</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>0</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,10,0.00096,100,1.61395,24.5928,0.000236091,0,0,0,0,0,0,0,0,0,0,13.3599,0.331258,0,36,202,7,0.0628892,0.00435866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
