State Bucket,Draw Call #,GPUTime (ms),GPUBusy (%),TessellatorBusy (%),VSBusy (%),VSTime (ms),HSBusy (%),HSTime (ms),DSBusy (%),DSTime (ms),GSBusy (%),GSTime (ms),PSBusy (%),PSTime (ms),CSBusy (%),CSTime (ms),PrimitiveAssemblyBusy (%),TexUnitBusy (%),DepthStencilTestBusy (%),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusy (%),VSSALUBusy (%),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusy (%),HSSALUBusy (%),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusy (%),GSSALUBusy (%),PSPixelsOut,PSExportStalls (%),PSVALUInstCount,PSSALUInstCount,PSVALUBusy (%),PSSALUBusy (%),TexTriFilteringPct (%),TexVolFilteringPct (%),TexAveAnisotropy,State Hash
glDrawArrays,124,0.00432,100,0.97518,8.93523,0.000386002,0,0,0,0,39.3217,0.0016987,34.9339,0.00150915,0,0,4.48818,5.79233,0.0793068,36,8,2,0.00146864,0.000734322,0,0,0,0,0,12,72,472,27,0.0515176,0.00589396,1113,0,34,4,0.15814,0.0372093,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,170,0.004,100,0.466417,7.42052,0.000296821,0,0,0,0,31.7931,0.00127172,91.7222,0.00366889,0,0,3.05419,53.5332,34.8387,36,8,2,0.000702435,0.000351217,0,0,0,0,0,12,72,472,27,0.041669,0.00476722,40699,1.17796,34,4,3.7827,0.890047,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,248,0.00384,100,0.498491,7.72661,0.000296702,0,0,0,0,35.1134,0.00134835,62.2135,0.002389,0,0,3.45716,41.4776,2.91662,36,8,2,0.000750739,0.00037537,0,0,0,0,0,12,72,472,27,0.0440134,0.00503543,14993,0.124564,34,4,1.5023,0.353481,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,10,0.00368,100,1.19253,11.2284,0.000413207,0,0,0,0,58.5842,0.0021559,0,0,0,0,4.79526,4.1092,0,36,8,2,0.00179598,0.000897989,0,0,0,0,0,12,72,472,27,0.0654436,0.00748719,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,148,0.00368,100,0.496753,7.81189,0.000287478,0,0,0,0,33.8547,0.00124585,71.4463,0.00262922,0,0,3.4077,46.4315,3.17952,36,8,2,0.000748122,0.000374061,0,0,0,0,0,12,72,472,27,0.0443069,0.00506901,17591,0,34,4,1.71179,0.402774,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,205,0.00368,100,0.549323,8.59062,0.000316135,0,0,0,0,37.2842,0.00137206,39.4813,0.00145291,0,0,3.66657,22.4288,0.25977,36,8,2,0.000827294,0.000413647,0,0,0,0,0,12,72,472,27,0.0484329,0.00554105,2877,0,34,4,0.336377,0.0791476,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,228,0.00368,100,0.5017,7.81564,0.000287616,0,0,0,0,34.1009,0.00125491,66.3823,0.00244287,0,0,3.28296,45.5217,3.77031,36,8,2,0.000755572,0.000377786,0,0,0,0,0,12,72,472,27,0.0443783,0.00507717,16010,0.752082,34,4,1.60994,0.378809,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,369,0.00368,100,0.887345,13.3449,0.000491093,0,0,0,0,50.6919,0.00186546,0,0,0,0,5.47641,3.05225,0,36,8,2,0.00133636,0.000668181,0,0,0,0,0,12,72,472,27,0.0777584,0.00889609,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,103,0.00336,100,0.996877,9.55141,0.000320927,0,0,0,0,44.5279,0.00149614,11.2551,0.000378171,0,0,4.77871,3.39299,0.0135119,36,8,2,0.00150132,0.000750661,0,0,0,0,0,12,72,472,27,0.0668722,0.00765063,74,0,34,4,0.0205838,0.00484324,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,399,0.00336,100,0.731229,11.6226,0.000390519,0,0,0,0,50.6612,0.00170222,0,0,0,0,4.42482,2.52847,0,36,8,2,0.00110125,0.000550624,0,0,0,0,0,12,72,472,27,0.0647455,0.00740733,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
